JournalTitle,Category,List,Edition,OverallRank,CategoryRank
中国社会科学,综合人文、社会科学类,PKU Core,2023,1,1
学术月刊,综合人文、社会科学类,PKU Core,2023,2,2
中国人民大学学报,综合人文、社会科学类,PKU Core,2023,3,3
北京大学学报.哲学社会科学版,综合人文、社会科学类,PKU Core,2023,4,4
南京社会科学,综合人文、社会科学类,PKU Core,2023,5,5
武汉大学学报·哲学社会科学版,综合人文、社会科学类,PKU Core,2023,6,6
探索与争鸣,综合人文、社会科学类,PKU Core,2023,7,7
社会科学,综合人文、社会科学类,PKU Core,2023,8,8
北京师范大学学报.社会科学版,综合人文、社会科学类,PKU Core,2023,9,9
清华大学学报·哲学社会科学版,综合人文、社会科学类,PKU Core,2023,10,10
社会科学战线,综合人文、社会科学类,PKU Core,2023,11,11
华中师范大学学报.人文社会科学版,综合人文、社会科学类,PKU Core,2023,12,12
浙江社会科学,综合人文、社会科学类,PKU Core,2023,13,13
南京大学学报·哲学・人文科学・社会科学,综合人文、社会科学类,PKU Core,2023,14,14
复旦学报.社会科学版,综合人文、社会科学类,PKU Core,2023,15,15
社会科学研究,综合人文、社会科学类,PKU Core,2023,16,16
江苏社会科学,综合人文、社会科学类,PKU Core,2023,17,17
厦门大学学报.哲学社会科学版,综合人文、社会科学类,PKU Core,2023,18,18
西南民族大学学报.人文社会科学版,综合人文、社会科学类,PKU Core,2023,19,19
吉林大学社会科学学报,综合人文、社会科学类,PKU Core,2023,20,20
南开学报.哲学社会科学版,综合人文、社会科学类,PKU Core,2023,21,21
学习与探索,综合人文、社会科学类,PKU Core,2023,22,22
西安交通大学学报·社会科学版,综合人文、社会科学类,PKU Core,2023,23,23
中州学刊,综合人文、社会科学类,PKU Core,2023,24,24
思想战线,综合人文、社会科学类,PKU Core,2023,25,25
东南学术,综合人文、社会科学类,PKU Core,2023,26,26
学术研究,综合人文、社会科学类,PKU Core,2023,27,27
山东大学学报·哲学社会科学版,综合人文、社会科学类,PKU Core,2023,28,28
文史哲,综合人文、社会科学类,PKU Core,2023,29,29
华东师范大学学报·哲学社会科学版,综合人文、社会科学类,PKU Core,2023,30,30
江海学刊,综合人文、社会科学类,PKU Core,2023,31,31
学海,综合人文、社会科学类,PKU Core,2023,32,32
中山大学学报·社会科学版,综合人文、社会科学类,PKU Core,2023,33,33
四川大学学报.哲学社会科学版,综合人文、社会科学类,PKU Core,2023,34,34
西南大学学报·社会科学版,综合人文、社会科学类,PKU Core,2023,35,35
天津社会科学,综合人文、社会科学类,PKU Core,2023,36,36
陕西师范大学学报.哲学社会科学版,综合人文、社会科学类,PKU Core,2023,37,37
山东社会科学,综合人文、社会科学类,PKU Core,2023,38,38
西北师大学报.社会科学版,综合人文、社会科学类,PKU Core,2023,39,39
重庆大学学报.社会科学版,综合人文、社会科学类,PKU Core,2023,40,40
人文杂志,综合人文、社会科学类,PKU Core,2023,41,41
河海大学学报.哲学社会科学版,综合人文、社会科学类,PKU Core,2023,42,42
湖南师范大学社会科学学报,综合人文、社会科学类,PKU Core,2023,43,43
西北大学学报.哲学社会科学版,综合人文、社会科学类,PKU Core,2023,44,44
求是学刊,综合人文、社会科学类,PKU Core,2023,45,45
浙江大学学报.人文社会科学版,综合人文、社会科学类,PKU Core,2023,46,46
贵州社会科学,综合人文、社会科学类,PKU Core,2023,47,47
华南师范大学学报.社会科学版,综合人文、社会科学类,PKU Core,2023,48,48
新疆师范大学学报.哲学社会科学版,综合人文、社会科学类,PKU Core,2023,49,49
甘肃社会科学,综合人文、社会科学类,PKU Core,2023,50,50
浙江学刊,综合人文、社会科学类,PKU Core,2023,51,51
南京师大学报.社会科学版,综合人文、社会科学类,PKU Core,2023,52,52
河北学刊,综合人文、社会科学类,PKU Core,2023,53,53
上海大学学报.社会科学版,综合人文、社会科学类,PKU Core,2023,54,54
东岳论丛,综合人文、社会科学类,PKU Core,2023,55,55
华中科技大学学报.社会科学版,综合人文、社会科学类,PKU Core,2023,56,56
学习与实践,综合人文、社会科学类,PKU Core,2023,57,57
深圳大学学报.人文社会科学版,综合人文、社会科学类,PKU Core,2023,58,58
社会科学辑刊,综合人文、社会科学类,PKU Core,2023,59,59
广东社会科学,综合人文、社会科学类,PKU Core,2023,60,60
江汉论坛,综合人文、社会科学类,PKU Core,2023,61,61
东南大学学报·哲学社会科学版,综合人文、社会科学类,PKU Core,2023,62,62
北京工业大学学报·社会科学版,综合人文、社会科学类,PKU Core,2023,63,63
学术界,综合人文、社会科学类,PKU Core,2023,64,64
中南民族大学学报·人文社会科学版,综合人文、社会科学类,PKU Core,2023,65,65
苏州大学学报·哲学社会科学版,综合人文、社会科学类,PKU Core,2023,66,66
中国地质大学学报·社会科学版,综合人文、社会科学类,PKU Core,2023,67,67
上海师范大学学报·哲学社会科学版,综合人文、社会科学类,PKU Core,2023,68,68
世界社会科学（曾用名：国外社会科学）,综合人文、社会科学类,PKU Core,2023,69,69
浙江工商大学学报,综合人文、社会科学类,PKU Core,2023,70,70
江西社会科学,综合人文、社会科学类,PKU Core,2023,71,71
北京理工大学学报.社会科学版,综合人文、社会科学类,PKU Core,2023,72,72
湖北大学学报.哲学社会科学版,综合人文、社会科学类,PKU Core,2023,73,73
江淮论坛,综合人文、社会科学类,PKU Core,2023,74,74
内蒙古社会科学,综合人文、社会科学类,PKU Core,2023,75,75
暨南学报.哲学社会科学版,综合人文、社会科学类,PKU Core,2023,76,76
东北师大学报.哲学社会科学版,综合人文、社会科学类,PKU Core,2023,77,77
云南社会科学,综合人文、社会科学类,PKU Core,2023,78,78
上海交通大学学报.哲学社会科学版,综合人文、社会科学类,PKU Core,2023,79,79
中国高校社会科学,综合人文、社会科学类,PKU Core,2023,80,80
兰州大学学报.社会科学版,综合人文、社会科学类,PKU Core,2023,81,81
中央民族大学学报.哲学社会科学版,综合人文、社会科学类,PKU Core,2023,82,82
东北大学学报.社会科学版,综合人文、社会科学类,PKU Core,2023,83,83
吉首大学学报.社会科学版,综合人文、社会科学类,PKU Core,2023,84,84
大连理工大学学报.社会科学版,综合人文、社会科学类,PKU Core,2023,85,85
福建师范大学学报.哲学社会科学版,综合人文、社会科学类,PKU Core,2023,86,86
云南民族大学学报.哲学社会科学版,综合人文、社会科学类,PKU Core,2023,87,87
学术论坛,综合人文、社会科学类,PKU Core,2023,88,88
福建论坛.人文社会科学版,综合人文、社会科学类,PKU Core,2023,89,89
湖南大学学报.社会科学版,综合人文、社会科学类,PKU Core,2023,90,90
河南大学学报.社会科学版,综合人文、社会科学类,PKU Core,2023,91,91
四川师范大学学报.社会科学版,综合人文、社会科学类,PKU Core,2023,92,92
北京交通大学学报·社会科学版,综合人文、社会科学类,PKU Core,2023,93,93
河南社会科学,综合人文、社会科学类,PKU Core,2023,94,94
云南师范大学学报·哲学社会科学版,综合人文、社会科学类,PKU Core,2023,95,95
河南师范大学学报·哲学社会科学版,综合人文、社会科学类,PKU Core,2023,96,96
江西师范大学学报.哲学社会科学版,综合人文、社会科学类,PKU Core,2023,97,97
宁夏社会科学,综合人文、社会科学类,PKU Core,2023,98,98
湘潭大学学报.哲学社会科学版,综合人文、社会科学类,PKU Core,2023,99,99
求索,综合人文、社会科学类,PKU Core,2023,100,100
山西大学学报.哲学社会科学版,综合人文、社会科学类,PKU Core,2023,101,101
中南大学学报.社会科学版,综合人文、社会科学类,PKU Core,2023,102,102
湖南科技大学学报.社会科学版,综合人文、社会科学类,PKU Core,2023,103,103
湖湘论坛,综合人文、社会科学类,PKU Core,2023,104,104
理论月刊,综合人文、社会科学类,PKU Core,2023,105,105
安徽大学学报.哲学社会科学版,综合人文、社会科学类,PKU Core,2023,106,106
中国青年社会科学,综合人文、社会科学类,PKU Core,2023,107,107
北京社会科学,综合人文、社会科学类,PKU Core,2023,108,108
广西民族大学学报.哲学社会科学版,综合人文、社会科学类,PKU Core,2023,109,109
湖北社会科学,综合人文、社会科学类,PKU Core,2023,110,110
山东师范大学学报.社会科学版,综合人文、社会科学类,PKU Core,2023,111,111
郑州大学学报.哲学社会科学版,综合人文、社会科学类,PKU Core,2023,112,112
重庆社会科学,综合人文、社会科学类,PKU Core,2023,113,113
湖南社会科学,综合人文、社会科学类,PKU Core,2023,114,114
青海社会科学,综合人文、社会科学类,PKU Core,2023,115,115
华东理工大学学报.社会科学版,综合人文、社会科学类,PKU Core,2023,116,116
南昌大学学报.人文社会科学版,综合人文、社会科学类,PKU Core,2023,117,117
首都师范大学学报.社会科学版,综合人文、社会科学类,PKU Core,2023,118,118
同济大学学报.社会科学版,综合人文、社会科学类,PKU Core,2023,119,119
南通大学学报.社会科学版,综合人文、社会科学类,PKU Core,2023,120,120
社会科学家,综合人文、社会科学类,PKU Core,2023,121,121
齐鲁学刊,综合人文、社会科学类,PKU Core,2023,122,122
哲学研究,哲学,PKU Core,2023,123,1
哲学动态,哲学,PKU Core,2023,124,2
中国哲学史,哲学,PKU Core,2023,125,3
世界哲学,哲学,PKU Core,2023,126,4
道德与文明,哲学,PKU Core,2023,127,5
周易研究,哲学,PKU Core,2023,128,6
伦理学研究,哲学,PKU Core,2023,129,7
哲学分析,哲学,PKU Core,2023,130,8
现代哲学,哲学,PKU Core,2023,131,9
孔子研究,哲学,PKU Core,2023,132,10
心理学报,心理学,PKU Core,2023,133,1
心理科学进展,心理学,PKU Core,2023,134,2
心理发展与教育,心理学,PKU Core,2023,135,3
心理科学,心理学,PKU Core,2023,136,4
心理与行为研究,心理学,PKU Core,2023,137,5
心理学探新,心理学,PKU Core,2023,138,6
世界宗教研究,宗教,PKU Core,2023,139,1
宗教学研究,宗教,PKU Core,2023,140,2
世界宗教文化,宗教,PKU Core,2023,141,3
佛学研究,宗教,PKU Core,2023,142,4
中国道教,宗教,PKU Core,2023,143,5
中国宗教,宗教,PKU Core,2023,144,6
统计研究,统计学,PKU Core,2023,145,1
统计与决策,统计学,PKU Core,2023,146,2
统计与信息论坛,统计学,PKU Core,2023,147,3
数理统计与管理,统计学,PKU Core,2023,148,4
社会学研究,社会学,PKU Core,2023,149,1
社会,社会学,PKU Core,2023,150,2
社会学评论,社会学,PKU Core,2023,151,3
妇女研究论丛,社会学,PKU Core,2023,152,4
社会发展研究,社会学,PKU Core,2023,153,5
青年研究,社会学,PKU Core,2023,154,6
社会保障研究,社会学,PKU Core,2023,155,7
人口研究,人口学,PKU Core,2023,156,1
中国人口科学,人口学,PKU Core,2023,157,2
人口学刊,人口学,PKU Core,2023,158,3
人口与经济,人口学,PKU Core,2023,159,4
人口与发展,人口学,PKU Core,2023,160,5
西北人口,人口学,PKU Core,2023,161,6
管理学报,管理学,PKU Core,2023,162,1
中国管理科学,管理学,PKU Core,2023,163,2
管理科学学报,管理学,PKU Core,2023,164,3
管理工程学报,管理学,PKU Core,2023,165,4
领导科学,管理学,PKU Core,2023,166,5
智库理论与实践,管理学,PKU Core,2023,167,6
现代管理科学,管理学,PKU Core,2023,168,7
中国人力资源开发,人才学,PKU Core,2023,169,1
民族研究,民族学,PKU Core,2023,170,1
西北民族研究,民族学,PKU Core,2023,171,2
广西民族研究,民族学,PKU Core,2023,172,3
湖北民族大学学报.哲学社会科学版,民族学,PKU Core,2023,173,4
北方民族大学学报.哲学社会科学版,民族学,PKU Core,2023,174,5
贵州民族研究,民族学,PKU Core,2023,175,6
世界民族,民族学,PKU Core,2023,176,7
西北民族大学学报.哲学社会科学版,民族学,PKU Core,2023,177,8
民族学刊,民族学,PKU Core,2023,178,9
新疆大学学报.哲学社会科学版（曾用名：新疆大学学报.哲学.人文社会科学版）,民族学,PKU Core,2023,179,10
青海民族研究,民族学,PKU Core,2023,180,11
黑龙江民族丛刊,民族学,PKU Core,2023,181,12
西藏大学学报.社会科学版,民族学,PKU Core,2023,182,13
西藏研究,民族学,PKU Core,2023,183,14
民族学论丛（曾用名：回族研究）,民族学,PKU Core,2023,184,15
原生态民族文化学刊,民族学,PKU Core,2023,185,16
世界经济与政治,国际政治,PKU Core,2023,186,1
外交评论,国际政治,PKU Core,2023,187,2
当代亚太,国际政治,PKU Core,2023,188,3
国际问题研究,国际政治,PKU Core,2023,189,4
现代国际关系,国际政治,PKU Core,2023,190,5
国际政治科学,国际政治,PKU Core,2023,191,6
国际政治研究,国际政治,PKU Core,2023,192,7
当代世界与社会主义,国际政治,PKU Core,2023,193,8
国际观察,国际政治,PKU Core,2023,194,9
美国研究,国际政治,PKU Core,2023,195,10
欧洲研究,国际政治,PKU Core,2023,196,11
国际安全研究,国际政治,PKU Core,2023,197,12
国际展望,国际政治,PKU Core,2023,198,13
西亚非洲,国际政治,PKU Core,2023,199,14
国际论坛,国际政治,PKU Core,2023,200,15
太平洋学报,国际政治,PKU Core,2023,201,16
东北亚论坛,国际政治,PKU Core,2023,202,17
南亚研究,国际政治,PKU Core,2023,203,18
亚太安全与海洋研究,国际政治,PKU Core,2023,204,19
国外理论动态,国际政治,PKU Core,2023,205,20
南洋问题研究,国际政治,PKU Core,2023,206,21
阿拉伯世界研究,国际政治,PKU Core,2023,207,22
政治学研究,中国政治,PKU Core,2023,208,1
公共管理学报,中国政治,PKU Core,2023,209,2
中国行政管理,中国政治,PKU Core,2023,210,3
行政论坛,中国政治,PKU Core,2023,211,4
求是,中国政治,PKU Core,2023,212,5
电子政务,中国政治,PKU Core,2023,213,6
探索,中国政治,PKU Core,2023,214,7
中共中央党校(国家行政学院)学报,中国政治,PKU Core,2023,215,8
公共行政评论,中国政治,PKU Core,2023,216,9
马克思主义研究,中国政治,PKU Core,2023,217,10
上海行政学院学报,中国政治,PKU Core,2023,218,11
开放时代,中国政治,PKU Core,2023,219,12
公共管理与政策评论,中国政治,PKU Core,2023,220,13
社会主义研究,中国政治,PKU Core,2023,221,14
理论与改革,中国政治,PKU Core,2023,222,15
治理研究,中国政治,PKU Core,2023,223,16
马克思主义与现实,中国政治,PKU Core,2023,224,17
理论探讨,中国政治,PKU Core,2023,225,18
求实,中国政治,PKU Core,2023,226,19
中国特色社会主义研究,中国政治,PKU Core,2023,227,20
北京行政学院学报,中国政治,PKU Core,2023,228,21
教学与研究,中国政治,PKU Core,2023,229,22
理论探索,中国政治,PKU Core,2023,230,23
中共党史研究,中国政治,PKU Core,2023,231,24
江苏行政学院学报,中国政治,PKU Core,2023,232,25
人民论坛,中国政治,PKU Core,2023,233,26
行政管理改革,中国政治,PKU Core,2023,234,27
毛泽东邓小平理论研究,中国政治,PKU Core,2023,235,28
科学社会主义,中国政治,PKU Core,2023,236,29
新视野,中国政治,PKU Core,2023,237,30
天津行政学院学报,中国政治,PKU Core,2023,238,31
党政研究,中国政治,PKU Core,2023,239,32
中国青年研究,中国政治,PKU Core,2023,240,33
中共天津市委党校学报,中国政治,PKU Core,2023,241,34
学术前沿,中国政治,PKU Core,2023,242,35
思想理论教育,中国政治,PKU Core,2023,243,36
马克思主义理论学科研究,中国政治,PKU Core,2023,244,37
学习论坛,中国政治,PKU Core,2023,245,38
中共福建省委党校(福建行政学院)学报,中国政治,PKU Core,2023,246,39
党的文献,中国政治,PKU Core,2023,247,40
思想理论教育导刊,中国政治,PKU Core,2023,248,41
理论学刊,中国政治,PKU Core,2023,249,42
毛泽东研究,中国政治,PKU Core,2023,250,43
中国人民公安大学学报·社会科学版,公安管理，公共工作,PKU Core,2023,251,1
中国法学,法律,PKU Core,2023,252,1
法学研究,法律,PKU Core,2023,253,2
中外法学,法律,PKU Core,2023,254,3
比较法研究,法律,PKU Core,2023,255,4
法学,法律,PKU Core,2023,256,5
法律科学,法律,PKU Core,2023,257,6
法学家,法律,PKU Core,2023,258,7
法商研究,法律,PKU Core,2023,259,8
清华法学,法律,PKU Core,2023,260,9
法学评论,法律,PKU Core,2023,261,10
政治与法律,法律,PKU Core,2023,262,11
现代法学,法律,PKU Core,2023,263,12
环球法律评论,法律,PKU Core,2023,264,13
东方法学,法律,PKU Core,2023,265,14
中国刑事法杂志,法律,PKU Core,2023,266,15
法制与社会发展,法律,PKU Core,2023,267,16
华东政法大学学报,法律,PKU Core,2023,268,17
当代法学,法律,PKU Core,2023,269,18
政法论坛,法律,PKU Core,2023,270,19
法学论坛,法律,PKU Core,2023,271,20
行政法学研究,法律,PKU Core,2023,272,21
国家检察官学院学报,法律,PKU Core,2023,273,22
法学杂志,法律,PKU Core,2023,274,23
中国法律评论,法律,PKU Core,2023,275,24
政法论丛,法律,PKU Core,2023,276,25
河北法学,法律,PKU Core,2023,277,26
法律适用,法律,PKU Core,2023,278,27
知识产权,法律,PKU Core,2023,279,28
交大法学,法律,PKU Core,2023,280,29
法治研究,法律,PKU Core,2023,281,30
经济研究,综合性经济科学,PKU Core,2023,282,1
管理世界,综合性经济科学,PKU Core,2023,283,2
经济学,综合性经济科学,PKU Core,2023,284,3
经济学家,综合性经济科学,PKU Core,2023,285,4
经济学动态,综合性经济科学,PKU Core,2023,286,5
经济管理,综合性经济科学,PKU Core,2023,287,6
经济评论,综合性经济科学,PKU Core,2023,288,7
经济科学,综合性经济科学,PKU Core,2023,289,8
南开经济研究,综合性经济科学,PKU Core,2023,290,9
当代财经,综合性经济科学,PKU Core,2023,291,10
经济纵横,综合性经济科学,PKU Core,2023,292,11
财经科学,综合性经济科学,PKU Core,2023,293,12
上海财经大学学报.哲学社会科学版,综合性经济科学,PKU Core,2023,294,13
中南财经政法大学学报,综合性经济科学,PKU Core,2023,295,14
当代经济科学,综合性经济科学,PKU Core,2023,296,15
经济经纬,综合性经济科学,PKU Core,2023,297,16
经济问题,综合性经济科学,PKU Core,2023,298,17
现代财经,综合性经济科学,PKU Core,2023,299,18
广东财经大学学报,综合性经济科学,PKU Core,2023,300,19
当代经济研究,综合性经济科学,PKU Core,2023,301,20
贵州财经大学学报,综合性经济科学,PKU Core,2023,302,21
江西财经大学学报,综合性经济科学,PKU Core,2023,303,22
云南财经大学学报,综合性经济科学,PKU Core,2023,304,23
首都经济贸易大学学报,综合性经济科学,PKU Core,2023,305,24
河北经贸大学学报,综合性经济科学,PKU Core,2023,306,25
山西财经大学学报,综合性经济科学,PKU Core,2023,307,26
世界经济,世界经济,PKU Core,2023,308,1
世界经济研究,世界经济,PKU Core,2023,309,2
经济社会体制比较,世界经济,PKU Core,2023,310,3
国际经济评论,世界经济,PKU Core,2023,311,4
亚太经济,世界经济,PKU Core,2023,312,5
外国经济与管理,世界经济,PKU Core,2023,313,6
世界经济与政治论坛,世界经济,PKU Core,2023,314,7
世界经济文汇,世界经济,PKU Core,2023,315,8
现代日本经济,世界经济,PKU Core,2023,316,9
数量经济技术经济研究,经济学，中国经济，经济管理,PKU Core,2023,317,1
改革,经济学，中国经济，经济管理,PKU Core,2023,318,2
经济问题探索,经济学，中国经济，经济管理,PKU Core,2023,319,3
上海经济研究,经济学，中国经济，经济管理,PKU Core,2023,320,4
经济理论与经济管理,经济学，中国经济，经济管理,PKU Core,2023,321,5
政治经济学评论,经济学，中国经济，经济管理,PKU Core,2023,322,6
城市问题,经济学，中国经济，经济管理,PKU Core,2023,323,7
宏观经济研究,经济学，中国经济，经济管理,PKU Core,2023,324,8
南方经济,经济学，中国经济，经济管理,PKU Core,2023,325,9
中国流通经济,经济学，中国经济，经济管理,PKU Core,2023,326,10
区域经济评论,经济学，中国经济，经济管理,PKU Core,2023,327,11
华东经济管理,经济学，中国经济，经济管理,PKU Core,2023,328,12
经济与管理评论,经济学，中国经济，经济管理,PKU Core,2023,329,13
研究与发展管理,经济学，中国经济，经济管理,PKU Core,2023,330,14
城市发展研究,经济学，中国经济，经济管理,PKU Core,2023,331,15
经济体制改革,经济学，中国经济，经济管理,PKU Core,2023,332,16
中国经济问题,经济学，中国经济，经济管理,PKU Core,2023,333,17
现代经济探讨,经济学，中国经济，经济管理,PKU Core,2023,334,18
产经评论,经济学，中国经济，经济管理,PKU Core,2023,335,19
西部论坛,经济学，中国经济，经济管理,PKU Core,2023,336,20
生态经济,经济学，中国经济，经济管理,PKU Core,2023,337,21
当代经济管理,经济学，中国经济，经济管理,PKU Core,2023,338,22
管理学刊,经济学，中国经济，经济管理,PKU Core,2023,339,23
技术经济,经济学，中国经济，经济管理,PKU Core,2023,340,24
运筹与管理,经济学，中国经济，经济管理,PKU Core,2023,341,25
经济与管理,经济学，中国经济，经济管理,PKU Core,2023,342,26
宏观经济管理,经济学，中国经济，经济管理,PKU Core,2023,343,27
劳动经济研究,经济学，中国经济，经济管理,PKU Core,2023,344,28
会计研究,会计,PKU Core,2023,345,1
会计与经济研究,会计,PKU Core,2023,346,2
财会月刊,会计,PKU Core,2023,347,3
会计之友,会计,PKU Core,2023,348,4
财会通讯,会计,PKU Core,2023,349,5
中国注册会计师,会计,PKU Core,2023,350,6
财务与会计,会计,PKU Core,2023,351,7
审计研究,审计,PKU Core,2023,352,1
审计与经济研究,审计,PKU Core,2023,353,2
南京审计大学学报,审计,PKU Core,2023,354,3
中国农村经济,农业经济,PKU Core,2023,355,1
农业经济问题,农业经济,PKU Core,2023,356,2
中国农村观察,农业经济,PKU Core,2023,357,3
农业技术经济,农业经济,PKU Core,2023,358,4
中国土地科学,农业经济,PKU Core,2023,359,5
南京农业大学学报.社会科学版,农业经济,PKU Core,2023,360,6
农村经济,农业经济,PKU Core,2023,361,7
西北农林科技大学学报.社会科学版,农业经济,PKU Core,2023,362,8
华中农业大学学报.社会科学版,农业经济,PKU Core,2023,363,9
中国农业资源与区划,农业经济,PKU Core,2023,364,10
华南农业大学学报.社会科学版,农业经济,PKU Core,2023,365,11
农业现代化研究,农业经济,PKU Core,2023,366,12
中国农业大学学报.社会科学版,农业经济,PKU Core,2023,367,13
农林经济管理学报,农业经济,PKU Core,2023,368,14
农业经济与管理,农业经济,PKU Core,2023,369,15
林业经济问题,农业经济,PKU Core,2023,370,16
农业经济,农业经济,PKU Core,2023,371,17
中国工业经济,工业经济,PKU Core,2023,372,1
南开管理评论,工业经济,PKU Core,2023,373,2
管理评论,工业经济,PKU Core,2023,374,3
管理科学,工业经济,PKU Core,2023,375,4
产业经济研究,工业经济,PKU Core,2023,376,5
软科学,工业经济,PKU Core,2023,377,6
经济与管理研究,工业经济,PKU Core,2023,378,7
工程管理科技前沿,工业经济,PKU Core,2023,379,8
工业技术经济,工业经济,PKU Core,2023,380,9
工业工程与管理,工业经济,PKU Core,2023,381,10
管理案例研究与评论,工业经济,PKU Core,2023,382,11
企业经济,工业经济,PKU Core,2023,383,12
管理现代化,工业经济,PKU Core,2023,384,13
技术经济与管理研究,工业经济,PKU Core,2023,385,14
旅游学刊,旅游,PKU Core,2023,386,1
旅游科学,旅游,PKU Core,2023,387,2
国际贸易问题,贸易经济,PKU Core,2023,388,1
国际经贸探索,贸易经济,PKU Core,2023,389,2
财贸经济,贸易经济,PKU Core,2023,390,3
国际贸易,贸易经济,PKU Core,2023,391,4
国际商务,贸易经济,PKU Core,2023,392,5
商业经济与管理,贸易经济,PKU Core,2023,393,6
商业经济研究,贸易经济,PKU Core,2023,394,7
北京工商大学学报.社会科学版,贸易经济,PKU Core,2023,395,8
消费经济,贸易经济,PKU Core,2023,396,9
国际经济合作,贸易经济,PKU Core,2023,397,10
财贸研究,贸易经济,PKU Core,2023,398,11
商业研究,贸易经济,PKU Core,2023,399,12
价格月刊,贸易经济,PKU Core,2023,400,13
价格理论与实践,贸易经济,PKU Core,2023,401,14
国际商务研究,贸易经济,PKU Core,2023,402,15
上海对外经贸大学学报,贸易经济,PKU Core,2023,403,16
财政研究,财政，国家财政,PKU Core,2023,404,1
税务研究,财政，国家财政,PKU Core,2023,405,2
国际税收,财政，国家财政,PKU Core,2023,406,3
财经研究,财政，国家财政,PKU Core,2023,407,4
中央财经大学学报,财政，国家财政,PKU Core,2023,408,5
地方财政研究,财政，国家财政,PKU Core,2023,409,6
税务与经济,财政，国家财政,PKU Core,2023,410,7
财经论丛,财政，国家财政,PKU Core,2023,411,8
财经问题研究,财政，国家财政,PKU Core,2023,412,9
税收经济研究,财政，国家财政,PKU Core,2023,413,10
金融研究,货币，金融、银行、保险,PKU Core,2023,414,1
国际金融研究,货币，金融、银行、保险,PKU Core,2023,415,2
金融经济学研究,货币，金融、银行、保险,PKU Core,2023,416,3
保险研究,货币，金融、银行、保险,PKU Core,2023,417,4
金融论坛,货币，金融、银行、保险,PKU Core,2023,418,5
金融监管研究,货币，金融、银行、保险,PKU Core,2023,419,6
证券市场导报,货币，金融、银行、保险,PKU Core,2023,420,7
金融评论,货币，金融、银行、保险,PKU Core,2023,421,8
上海金融,货币，金融、银行、保险,PKU Core,2023,422,9
金融理论与实践,货币，金融、银行、保险,PKU Core,2023,423,10
财经理论与实践,货币，金融、银行、保险,PKU Core,2023,424,11
南方金融,货币，金融、银行、保险,PKU Core,2023,425,12
新金融,货币，金融、银行、保险,PKU Core,2023,426,13
西南金融,货币，金融、银行、保险,PKU Core,2023,427,14
金融发展研究,货币，金融、银行、保险,PKU Core,2023,428,15
投资研究,货币，金融、银行、保险,PKU Core,2023,429,16
金融与经济,货币，金融、银行、保险,PKU Core,2023,430,17
征信,货币，金融、银行、保险,PKU Core,2023,431,18
武汉金融,货币，金融、银行、保险,PKU Core,2023,432,19
中国金融,货币，金融、银行、保险,PKU Core,2023,433,20
农村金融研究,货币，金融、银行、保险,PKU Core,2023,434,21
国际新闻界,新闻学,PKU Core,2023,435,1
新闻与传播研究,新闻学,PKU Core,2023,436,2
新闻记者,新闻学,PKU Core,2023,437,3
现代传播,新闻学,PKU Core,2023,438,4
新闻大学,新闻学,PKU Core,2023,439,5
新闻界,新闻学,PKU Core,2023,440,6
当代传播,新闻学,PKU Core,2023,441,7
新闻与写作,新闻学,PKU Core,2023,442,8
新闻与传播评论,新闻学,PKU Core,2023,443,9
电视研究,广播电视,PKU Core,2023,444,1
中国广播电视学刊,广播电视,PKU Core,2023,445,2
中国科技期刊研究,出版,PKU Core,2023,446,1
编辑学报,出版,PKU Core,2023,447,2
编辑之友,出版,PKU Core,2023,448,3
科技与出版,出版,PKU Core,2023,449,4
出版发行研究,出版,PKU Core,2023,450,5
出版科学,出版,PKU Core,2023,451,6
中国出版,出版,PKU Core,2023,452,7
中国编辑,出版,PKU Core,2023,453,8
现代出版,出版,PKU Core,2023,454,9
出版广角,出版,PKU Core,2023,455,10
中国博物馆,博物馆,PKU Core,2023,456,1
中国图书馆学报,图书馆、信息事业,PKU Core,2023,457,1
图书情报工作,图书馆、信息事业,PKU Core,2023,458,2
情报学报,图书馆、信息事业,PKU Core,2023,459,3
大学图书馆学报,图书馆、信息事业,PKU Core,2023,460,4
情报理论与实践,图书馆、信息事业,PKU Core,2023,461,5
图书情报知识,图书馆、信息事业,PKU Core,2023,462,6
图书与情报,图书馆、信息事业,PKU Core,2023,463,7
图书馆论坛,图书馆、信息事业,PKU Core,2023,464,8
情报资料工作,图书馆、信息事业,PKU Core,2023,465,9
情报科学,图书馆、信息事业,PKU Core,2023,466,10
情报杂志,图书馆、信息事业,PKU Core,2023,467,11
图书馆建设,图书馆、信息事业,PKU Core,2023,468,12
现代情报,图书馆、信息事业,PKU Core,2023,469,13
图书馆杂志,图书馆、信息事业,PKU Core,2023,470,14
图书馆学研究,图书馆、信息事业,PKU Core,2023,471,15
图书馆工作与研究,图书馆、信息事业,PKU Core,2023,472,16
国家图书馆学刊,图书馆、信息事业,PKU Core,2023,473,17
数据分析与知识发现,图书馆、信息事业,PKU Core,2023,474,18
档案学通讯,档案学,PKU Core,2023,475,1
档案学研究,档案学,PKU Core,2023,476,2
档案管理,档案学,PKU Core,2023,477,3
山西档案,档案学,PKU Core,2023,478,4
中国档案,档案学,PKU Core,2023,479,5
北京档案,档案学,PKU Core,2023,480,6
浙江档案,档案学,PKU Core,2023,481,7
科学学研究,科学研究,PKU Core,2023,482,1
科研管理,科学研究,PKU Core,2023,483,2
中国软科学,科学研究,PKU Core,2023,484,3
